"Source2","Min.same","Min.diff","Strain","Isolate","state","SNP.cluster","season"
"vegetables",3,9,"CDPHFDLB-F1605001-002-1B1","PDT000249532.1","CA","PDS000006328.31","Spring"
"vegetables",1,1,"CDPHFDLB-F1605001-001-1A1","PDT000249533.1","CA","PDS000000305.37","Spring"
"vegetables",2,6,"CDPHFDLB-F1605001-001-1A3","PDT000249534.1","CA","PDS000006328.31","Spring"
"environment",0,8,"CDPHFDLB-F1601052-113","PDT000249535.1","CA","PDS000000337.47","Winter"
"environment",20,21,"CDPHFDLB-F1601052-069","PDT000249536.1","CA","PDS000000366.504","Winter"
"environment",0,3,"CDPHFDLB-F1601052-085","PDT000249537.1","CA","PDS000000366.504","Winter"
"environment",1,4,"CDPHFDLB-F1601052-035","PDT000249538.1","CA","PDS000000366.504","Winter"
"environment",0,10,"CDPHFDLB-F1601052-034","PDT000249539.1","CA","PDS000025111.26","Winter"
"environment",0,9,"CDPHFDLB-F1601052-033","PDT000249540.1","CA","PDS000025111.26","Winter"
"vegetables",1,2,"CDPHFDLB-F1605001-003-2A1","PDT000249541.1","CA","PDS000000305.37","Spring"
"environment",1,11,"CDPHFDLB-F1601052-021","PDT000249542.1","CA","PDS000025111.26","Winter"
"environment",0,9,"CDPHFDLB-F1601052-032","PDT000249543.1","CA","PDS000025111.26","Winter"
"environment",0,3,"CDPHFDLB-F1601052-022","PDT000249544.1","CA","PDS000000366.504","Winter"
"environment",2,23,"CDPHFDLB-F1601028-021-E021B","PDT000249548.1","CA","PDS000003277.110","Winter"
"environment",2,23,"CDPHFDLB-F1601028-021-E021A","PDT000249549.1","CA","PDS000003277.110","Winter"
"environment",15,12,"CDPHFDLB-F15M04262-E098-2","PDT000249550.1","CA","PDS000003232.57","Winter"
"environment",4,13,"CDPHFDLB-F15M04208-E044-2","PDT000249556.1","CA","PDS000003277.110","Winter"
"environment",0,28,"CDPHFDLB-F15M04191-E027","PDT000249557.1","CA","PDS000025466.69","Winter"
"environment",4,17,"CDPHFDLB-F15M04208-E044","PDT000249558.1","CA","PDS000003277.110","Winter"
"environment",0,28,"CDPHFDLB-F15M04191-E027-2","PDT000249560.1","CA","PDS000025466.69","Winter"
"environment",6,16,"CDPHFDLB-F15M04169-E005","PDT000249562.1","CA","PDS000003277.110","Winter"
"environment",5,15,"CDPHFDLB-F15M04169-E005-2","PDT000249564.1","CA","PDS000003277.110","Winter"
"vegetables",0,19,"CDPHFDLB-F15M03850-P014B1","PDT000249566.1","CA","PDS000003277.110","Fall"
"vegetables",0,14,"CDPHFDLB-F15M04137-P015P1","PDT000249567.1","CA","PDS000003277.110","Fall"
"vegetables",0,14,"CDPHFDLB-F15M04137-P015P2","PDT000249568.1","CA","PDS000003277.110","Fall"
"vegetables",0,19,"CDPHFDLB-F15M03850-P014B2","PDT000249569.1","CA","PDS000003277.110","Fall"
"environment",0,9,"CDPHFDLB-F15M03711-39a","PDT000249570.1","CA","PDS000025111.26","Fall"
"environment",0,10,"CDPHFDLB-F15M03701-29a","PDT000249571.1","CA","PDS000025111.26","Fall"
"environment",9,18,"CDPHFDLB-F15M03706-34a","PDT000249572.1","CA","PDS000025111.26","Fall"
"environment",1,10,"CDPHFDLB-F15M03710-38a","PDT000249573.1","CA","PDS000025111.26","Fall"
"environment",0,7,"CDPHFDLB-F15M03704-32a","PDT000249574.1","CA","PDS000000337.47","Fall"
"environment",2,11,"CDPHFDLB-F15M03700-28a","PDT000249575.1","CA","PDS000025111.26","Fall"
"environment",0,9,"CDPHFDLB-F15M03698-26a","PDT000249576.1","CA","PDS000025111.26","Fall"
"environment",3,12,"CDPHFDLB-F15M03699-27a","PDT000249577.1","CA","PDS000025111.26","Fall"
"environment",2,11,"CDPHFDLB-F15M03691-19a","PDT000249578.1","CA","PDS000000337.47","Fall"
"dairy",0,10,"FLAG-15079","PDT000252868.2","FL","PDS000000366.504","Spring"
"other",1,26,"FLAG-16563","PDT000252871.2","FL","PDS000039359.13","Summer"
"meat",0,10,"FLAG-15080","PDT000252873.2","FL","PDS000000366.504","Spring"
"dairy",0,7,"FLAG-31062-1","PDT000252874.2","FL","PDS000025513.38","Summer"
"meat",4,0,"FLAG-30990","PDT000252875.2","FL","PDS000003073.39","Summer"
"dairy",36,42,"FLAG-31432","PDT000252882.2","FL","PDS000025433.69","Summer"
"environment",4,33,"CFSAN085252","PDT000374860.1","MI","PDS000083553.8","Summer"
"environment",3,25,"FDA489463-3","PDT000374864.1","AK","PDS000003258.69","Fall"
"environment",0,28,"FDA489470-23","PDT000374866.2","AK","PDS000003258.69","Fall"
"environment",5,36,"CFSAN085253","PDT000374875.4","MI","PDS000083553.8","Summer"
"environment",3,25,"FDA489470-36","PDT000374887.2","AK","PDS000003258.69","Fall"
"environment",0,28,"FDA625847-53","PDT000374890.2","AK","PDS000003258.69","Fall"
"environment",1,29,"FDA489470-9","PDT000374892.2","AK","PDS000003258.69","Fall"
"environment",0,28,"FDA489470-2","PDT000374895.1","AK","PDS000003258.69","Fall"
"environment",8,39,"CFSAN085254","PDT000374899.1","MI","PDS000083553.8","Summer"
"vegetables",1,4,"SENASICA_Li_H53","PDT000375806.2","Other","PDS000024797.11","Spring"
"vegetables",2,2,"SENASICA_Li_H52","PDT000375807.2","Other","PDS000003087.55","Spring"
"vegetables",0,0,"SENASICA_Li_H54","PDT000375808.2","Other","PDS000003087.55","Spring"
"vegetables",1,3,"SENASICA_Li_H25","PDT000375810.2","Other","PDS000024797.11","Fall"
"vegetables",6,6,"SENASICA_Li_H23","PDT000375812.2","Other","PDS000024967.100","Fall"
"vegetables",1,0,"SENASICA_Li_H22","PDT000375813.2","Other","PDS000024797.11","Summer"
"vegetables",6,6,"SENASICA_Li_H21","PDT000375814.2","Other","PDS000003276.15","Summer"
"vegetables",2,3,"SENASICA_Li_H20","PDT000375815.2","Other","PDS000024797.11","Summer"
"vegetables",0,0,"SENASICA_Li_H07","PDT000375820.2","Other","PDS000024967.100","Summer"
"vegetables",3,3,"SENASICA_Li_H04","PDT000375823.2","Other","PDS000003225.123","Summer"
"vegetables",0,0,"SENASICA_Li_H06","PDT000375825.2","Other","PDS000024967.100","Summer"
"vegetables",3,4,"SENASICA_Li_H51","PDT000375830.2","Other","PDS000024797.11","Spring"
"vegetables",0,0,"SENASICA_Li_H34","PDT000375833.2","Other","PDS000003225.123","Fall"
"vegetables",1,1,"SENASICA_Li_H32","PDT000375835.2","Other","PDS000003225.123","Fall"
"environment",2,23,"IA-666117","PDT000370855.2","IA","PDS000000319.57","Summer"
"environment",2,23,"IA-653038","PDT000370880.2","IA","PDS000000319.57","Spring"
"environment",1,25,"IA-651437","PDT000370898.2","IA","PDS000000319.57","Spring"
"environment",3,26,"IA-666116","PDT000370930.2","IA","PDS000000319.57","Summer"
"environment",0,21,"IA-666126","PDT000370931.2","IA","PDS000000319.57","Summer"
"environment",4,25,"IA-660441","PDT000370935.2","IA","PDS000000319.57","Summer"
"poultry",1,22,"IA-666121","PDT000370938.2","IA","PDS000000319.57","Spring"
"environment",0,21,"IA-666135","PDT000370939.2","IA","PDS000000319.57","Summer"
"environment",6,27,"IA-666120","PDT000370968.2","IA","PDS000000319.57","Spring"
"environment",4,25,"IA-660439","PDT000370974.2","IA","PDS000000319.57","Summer"
"environment",2,23,"IA-653044","PDT000370979.2","IA","PDS000000319.57","Spring"
"vegetables",3,4,"SENASICA_Li_S52","PDT000372066.2","Other","PDS000070997.2","Fall"
"vegetables",4,13,"SENASICA_Li_S51","PDT000372067.2","Other","PDS000000305.37","Fall"
"vegetables",9,12,"SENASICA_Li_S50","PDT000372068.2","Other","PDS000003087.55","Fall"
"vegetables",11,20,"SENASICA_Li_S47","PDT000372070.2","Other","PDS000000305.37","Fall"
"vegetables",10,15,"SENASICA_Li_S40","PDT000372073.2","Other","PDS000044472.3","Fall"
"vegetables",13,22,"SENASICA_Li_S37","PDT000372074.2","Other","PDS000000305.37","Fall"
"vegetables",8,13,"SENASICA_Li_S42","PDT000372075.2","Other","PDS000044472.3","Fall"
"vegetables",3,3,"SENASICA_Li_S41","PDT000372076.2","Other","PDS000003225.123","Fall"
"vegetables",10,9,"SENASICA_Li_S35","PDT000372080.2","Other","PDS000025175.14","Fall"
"vegetables",3,3,"SENASICA_Li_S45","PDT000372081.2","Other","PDS000003225.123","Fall"
"vegetables",13,22,"SENASICA_Li_S43","PDT000372082.2","Other","PDS000000305.37","Fall"
"vegetables",6,5,"SENASICA_Li_U29","PDT000372083.2","Other","PDS000003087.55","Spring"
"vegetables",14,19,"SENASICA_Li_U30","PDT000372084.2","Other","PDS000044472.3","Spring"
"vegetables",6,7,"SENASICA_Li_U27","PDT000372086.2","Other","PDS000003087.55","Spring"
"vegetables",3,4,"SENASICA_Li_U25","PDT000372088.2","Other","PDS000024797.11","Spring"
"vegetables",6,5,"SENASICA_Li_U23","PDT000372090.2","Other","PDS000025175.14","Spring"
"vegetables",21,21,"SENASICA_Li_U39","PDT000372093.2","Other","PDS000024685.58","Spring"
"vegetables",13,13,"SENASICA_Li_U31","PDT000372094.2","Other","PDS000025175.14","Spring"
"vegetables",32,19,"SENASICA_Li_U42","PDT000372095.2","Other","PDS000025373.6","Summer"
"environment",4,21,"FDA623013 59-6","PDT000372594.1","AK","PDS000003258.69","Fall"
"environment",4,23,"FDA623013 58-1","PDT000372601.1","AK","PDS000003258.69","Fall"
"vegetables",0,5,"FDA0317855-C001-001","PDT000372602.1","CA","PDS000003244.67","Spring"
"vegetables",0,5,"FDA0317853-S002-001","PDT000372770.1","CA","PDS000003244.67","Spring"
"environment",9,22,"FDA489463-27","PDT000372792.1","AK","PDS000003258.69","Fall"
"environment",15,29,"FDA489463-19","PDT000372804.1","AK","PDS000003258.69","Fall"
"environment",5,30,"FDA1038227-S025-001","PDT000372876.1","NY","PDS000000366.504","Summer"
"environment",15,16,"FDA1038227-S102-001","PDT000372877.1","NY","PDS000000366.504","Summer"
"environment",5,37,"FDA1044901-S036-001","PDT000372878.1","MI","PDS000083553.8","Summer"
"environment",2,25,"FDA1038227-S029-001","PDT000372879.1","NY","PDS000000366.504","Summer"
"environment",2,26,"FDA1038227-S077-001","PDT000372888.1","NY","PDS000000366.504","Summer"
"environment",8,17,"FDA1038227-S130-001","PDT000372912.1","NY","PDS000000366.504","Summer"
"environment",1,20,"FDA1038227-S014-001","PDT000372919.1","NY","PDS000000366.504","Summer"
"environment",2,21,"FDA1038227-S081-001","PDT000372922.1","NY","PDS000000366.504","Summer"
"environment",1,19,"FDA1038227-S073-001","PDT000372937.1","NY","PDS000000366.504","Summer"
"environment",5,29,"FDA1038227-S004-001","PDT000372939.1","NY","PDS000000366.504","Summer"
"environment",18,23,"FDA1038227-S098-001","PDT000372940.1","NY","PDS000000366.504","Summer"
"environment",5,47,"FDA1044901-S053-001","PDT000372951.1","MI","PDS000083553.8","Summer"
"environment",2,25,"FDA1038227-S021-001","PDT000372962.1","NY","PDS000000366.504","Summer"
"environment",6,52,"FDA1044901-S061-001","PDT000372964.1","MI","PDS000083553.8","Summer"
"environment",2,26,"FDA1038227-S095-001","PDT000372974.1","NY","PDS000000366.504","Summer"
"environment",15,16,"FDA1038227-S133-001","PDT000372975.1","NY","PDS000000366.504","Summer"
"environment",6,30,"FDA1038227-S100-001","PDT000372978.1","NY","PDS000000366.504","Summer"
"dairy",0,33,"18DMFO000059-2","PDT000373220.2","MI","PDS000044450.6","Winter"
"dairy",0,33,"18DMFO000060-2","PDT000373224.2","MI","PDS000044450.6","Winter"
"environment",0,28,"FDA625847-54","PDT000374859.1","AK","PDS000003258.69","Fall"
"environment",0,27,"18FMEN000768-3","PDT000387196.2","MI","PDS000044450.6","Winter"
"environment",0,27,"18FMEN000768-1","PDT000387197.2","MI","PDS000044450.6","Winter"
"environment",0,34,"18FMEN000808-17","PDT000387198.2","MI","PDS000044450.6","Winter"
"environment",0,27,"18FMEN000768-4","PDT000387200.2","MI","PDS000044450.6","Winter"
"vegetables",0,2,"CFSAN028902","PDT000388374.1","MD","PDS000003363.31","Summer"
"vegetables",0,2,"CFSAN028898","PDT000388377.1","MD","PDS000003363.31","Summer"
"vegetables",0,2,"CFSAN028900","PDT000388378.1","MD","PDS000003363.31","Summer"
"meat",0,12,"CFSAN028833","PDT000388379.1","GA","PDS000024856.163","Summer"
"meat",0,12,"CFSAN028815","PDT000388380.1","MD","PDS000024860.6","Spring"
"meat",2,13,"CFSAN028811","PDT000388381.1","GA","PDS000000366.504","Spring"
"human",14,12,"MOD1_LS149","PDT000388388.1","MI","PDS000024659.22","Spring"
"other",1,4,"CFSAN028896","PDT000388389.1","MD","PDS000003363.31","Summer"
"meat",0,2,"CFSAN028822","PDT000388390.1","GA","PDS000003363.31","Summer"
"meat",2,4,"CFSAN028819","PDT000388391.1","GA","PDS000024823.25","Summer"
"meat",2,18,"CFSAN028817","PDT000388392.1","MD","PDS000024859.2","Spring"
"meat",1,11,"CFSAN028813","PDT000388393.1","CT","PDS000000366.504","Spring"
"meat",1,9,"CFSAN028807","PDT000388394.1","CT","PDS000000366.504","Summer"
"dairy",0,0,"CFSAN028803","PDT000388396.1","MD","PDS000016149.19","Winter"
"dairy",0,43,"CFSAN028799","PDT000388398.1","MD","PDS000024812.15","Winter"
"dairy",0,9,"CFSAN028795","PDT000388399.1","CT","PDS000003277.110","Winter"
"vegetables",9,12,"CFSAN028785","PDT000388400.1","CA","PDS000003277.110","Winter"
"vegetables",6,45,"CFSAN028783","PDT000388401.1","GA","PDS000025433.69","Winter"
"fruits",0,36,"CFSAN028697","PDT000388405.1","GA","PDS000044696.8","Summer"
"fruits",2,28,"CFSAN028665","PDT000388406.1","GA","PDS000025466.69","Spring"
"environment",5,38,"CFSAN022996","PDT000388408.1","TX","PDS000025433.69","Winter"
"environment",1,8,"CFSAN022987","PDT000388409.1","NC","PDS000025513.38","Winter"
"environment",29,54,"CFSAN022994","PDT000388410.1","OK","PDS000024812.15","Winter"
"environment",7,26,"CFSAN018397","PDT000388412.1","PA","PDS000000366.504","Winter"
"environment",2,28,"CFSAN018393","PDT000388414.1","IA","PDS000024241.98","Winter"
"environment",23,28,"CFSAN018386","PDT000388415.1","TX","PDS000025433.69","Winter"
"other",0,30,"CFSAN013587","PDT000388418.1","TN","PDS000025466.69","Winter"
"environment",28,30,"CFSAN013586","PDT000388419.1","TX","PDS000024989.120","Winter"
"poultry",2,29,"CFSAN013584","PDT000388420.1","IA","PDS000024900.119","Winter"
"other",23,21,"CFSAN012529","PDT000388421.1","MI","PDS000024989.120","Winter"
"environment",30,41,"CFSAN012532","PDT000388422.1","NJ","PDS000025433.69","Winter"
"meat",25,27,"NRRL B-33980","PDT000388425.1","PR","PDS000025124.11","Fall"
"poultry",1,27,"NRRL B-33881","PDT000388428.1","CA","PDS000024989.120","Fall"
"meat",2,3,"NRRL B-33880","PDT000388429.1","TX","PDS000003054.26","Fall"
"environment",15,27,"NRRL B-33467","PDT000388431.1","NJ","PDS000024900.119","Winter"
"meat",18,24,"NRRL B-33441","PDT000388432.1","IN","PDS000024989.120","Fall"
"other",7,25,"NRRL B-33344","PDT000388434.1","MI","PDS000024230.4","Fall"
"dairy",3,23,"NRRL B-33339","PDT000388435.1","CA","PDS000000366.504","Summer"
"fruits",0,19,"CFSAN028797","PDT000388442.1","MD","PDS000024862.6","Spring"
"dairy",0,0,"CFSAN028791","PDT000388443.1","MD","PDS000016149.19","Winter"
"environment",4,32,"CFSAN028542","PDT000388445.1","WI","PDS000024989.120","Winter"
"other",3,12,"CFSAN023701","PDT000388446.1","NY","PDS000000367.99","Winter"
"other",0,17,"CFSAN022991","PDT000388448.1","MN","PDS000000366.504","Winter"
"dairy",16,30,"CFSAN013596","PDT000388451.1","MS","PDS000025466.69","Winter"
"leafy_greens",25,47,"CFSAN008331","PDT000388457.1","GA","PDS000044696.8","Winter"
"dairy",3,6,"NRRL B-57451","PDT000388459.1","CA","PDS000001093.38","Winter"
"meat",26,31,"NRRL B-33353","PDT000388461.1","NJ","PDS000024656.185","Spring"
"meat",2,8,"NRRL B-33345","PDT000388462.1","NC","PDS000003204.124","Fall"
"poultry",15,22,"NRRL B-33276","PDT000388463.1","IA","PDS000024574.25","Spring"
"environment",5,5,"FDA507437-7","PDT000389615.1","CT","PDS000000308.30","Spring"
"environment",1,28,"FDA1038230-S095-001","PDT000389616.1","NY","PDS000024470.24","Fall"
"environment",9,37,"FDA1038230-S112-001","PDT000389617.1","NY","PDS000024470.24","Fall"
"environment",6,34,"FDA1038230-S111-001","PDT000389618.1","NY","PDS000024470.24","Fall"
"environment",3,31,"FDA1038230-S108-001","PDT000389620.1","NY","PDS000024470.24","Fall"
"environment",7,7,"FDA507437-3","PDT000389621.1","CT","PDS000000308.30","Spring"
"environment",5,4,"FDA507437-1","PDT000389622.1","CT","PDS000000308.30","Spring"
"environment",30,19,"FDA505054","PDT000389623.1","NY","PDS000047913.4","Winter"
"environment",1,29,"FDA1038230-S022-001","PDT000389624.1","NY","PDS000024470.24","Fall"
"environment",5,5,"FDA507437-4","PDT000389626.1","CT","PDS000000308.30","Spring"
"environment",3,30,"FDA1038230-S106-001","PDT000389627.1","NY","PDS000024470.24","Fall"
"environment",6,33,"FDA579743 36-1","PDT000412240.1","CA","PDS000024767.24","Winter"
"environment",14,41,"FDA579743 34-1","PDT000412289.1","CA","PDS000024767.24","Winter"
"dairy",1,5,"CFSAN088699","PDT000413647.1","FL","PDS000024574.25","Winter"
"dairy",2,4,"CFSAN088686","PDT000413648.1","FL","PDS000025067.45","Winter"
"dairy",8,10,"CFSAN088685","PDT000413650.1","FL","PDS000024574.25","Winter"
"dairy",0,2,"CFSAN088695","PDT000413653.1","FL","PDS000025067.45","Winter"
"environment",0,21,"05B11242F-1","PDT000413654.1","NY","PDS000024647.66","Winter"
"environment",6,34,"05B10452G-1","PDT000413655.1","NY","PDS000003254.20","Fall"
"environment",11,39,"05B10452D-1","PDT000413657.1","NY","PDS000003254.20","Fall"
"dairy",2,4,"CFSAN088688","PDT000413663.1","FL","PDS000025067.45","Winter"
"dairy",2,3,"CFSAN088681","PDT000413665.1","FL","PDS000025067.45","Winter"
"dairy",2,6,"CFSAN088684","PDT000413666.1","FL","PDS000025067.45","Winter"
"environment",8,36,"05B10452C-1","PDT000413667.1","NY","PDS000003254.20","Fall"
"dairy",9,10,"CFSAN088683","PDT000413669.1","FL","PDS000025067.45","Winter"
"dairy",3,4,"CFSAN088690","PDT000413673.1","FL","PDS000025067.45","Winter"
"dairy",5,7,"CFSAN088691","PDT000413675.1","FL","PDS000025067.45","Winter"
"dairy",1,4,"CFSAN088689","PDT000413677.1","FL","PDS000025067.45","Winter"
"environment",6,35,"05B11242D-1","PDT000413730.1","NY","PDS000024349.25","Winter"
"environment",0,31,"05B11242B-1","PDT000413732.1","NY","PDS000024349.25","Winter"
"dairy",1,1,"CFSAN088687","PDT000413733.1","FL","PDS000025067.45","Winter"
"dairy",0,3,"CFSAN088693","PDT000413734.1","FL","PDS000025067.45","Winter"
"dairy",2,5,"CFSAN088694","PDT000413735.1","FL","PDS000025067.45","Winter"
"environment",28,41,"05B11256D-1","PDT000413738.1","NY","PDS000024989.120","Winter"
"environment",21,3,"05B10452B-1","PDT000413739.1","NY","PDS000000366.504","Fall"
"dairy",8,8,"CFSAN088692","PDT000413740.1","FL","PDS000024574.25","Winter"
"environment",9,11,"05B11256I-1","PDT000413743.1","NY","PDS000025089.18","Winter"
"dairy",1,5,"CFSAN088698","PDT000413744.1","FL","PDS000024574.25","Winter"
"meat",4,4,"CFSAN088705","PDT000413747.1","NY","PDS000000366.504","Winter"
"dairy",0,4,"CFSAN088697","PDT000413748.1","FL","PDS000024574.25","Winter"
"dairy",8,9,"CFSAN088682","PDT000413753.1","FL","PDS000025067.45","Winter"
"dairy",0,4,"CFSAN088703","PDT000413754.1","FL","PDS000024574.25","Winter"
"dairy",9,10,"CFSAN088680","PDT000413755.1","FL","PDS000024574.25","Winter"
"dairy",2,6,"CFSAN088701","PDT000413760.1","FL","PDS000024574.25","Winter"
"dairy",0,4,"CFSAN088700","PDT000413761.1","FL","PDS000024574.25","Winter"
"dairy",1,5,"CFSAN088696","PDT000413762.1","FL","PDS000025067.45","Winter"
"environment",3,27,"FDA611088-28","PDT000413785.1","IL","PDS000024196.41","Summer"
"environment",1,42,"FDA551443-30","PDT000413788.1","NM","PDS000083553.8","Winter"
"other",2,22,"18B05744-5-R103355","PDT000414081.1","NY","PDS000003173.67","Spring"
"environment",0,20,"18B05744-16-R103380","PDT000414082.1","NY","PDS000003173.67","Spring"
"other",0,20,"18B05744-2-R103350","PDT000414085.1","NY","PDS000003173.67","Spring"
"environment",0,20,"18B05744-7-R103358","PDT000414095.1","NY","PDS000003173.67","Spring"
"other",2,22,"18B05744-12-R103370","PDT000414108.1","NY","PDS000003173.67","Spring"
"environment",8,28,"18B05744-10-R103363","PDT000414112.1","NY","PDS000003173.67","Spring"
"environment",0,32,"FDA1043115-042-026","PDT000414115.1","WA","PDS000024470.24","Fall"
"environment",2,34,"FDA1043115-043-031","PDT000414116.1","WA","PDS000024470.24","Fall"
"environment",2,34,"FDA1043115-044-036","PDT000414117.1","WA","PDS000024470.24","Fall"
"environment",0,32,"FDA1043115-034-001","PDT000414121.1","WA","PDS000024470.24","Fall"
"environment",4,37,"FDA554609-20","PDT000417310.1","NY","PDS000025433.69","Spring"
"environment",6,21,"FDA792758 118-1","PDT000417311.1","WA","PDS000024989.120","Winter"
"environment",2,22,"FDA792758 93-1","PDT000417312.1","WA","PDS000024989.120","Winter"
"environment",6,13,"FDA554608-S006-001","PDT000417313.2","NY","PDS000024647.66","Spring"
